Year,Vehicle_ID,Route_Type,Weather,Distance_Travelled_km,Vehicle_Age_km,Efficiency_kWh_per_km,Energy_Consumption_kWh,Charging_Cost_USD,Maintenance_Cost_USD,Operational_Cost_USD
2018-07-15,EV031,rural,hot,1012.34,29835.53,0.256,285.04,34.2,0,34.2
2018-07-22,EV031,highway,hot,926.82,30762.35,0.2562,261.15,31.34,200,231.34
2018-07-29,EV031,highway,hot,1161.08,31923.43,0.2564,327.45,39.29,0,39.29
2018-08-05,EV031,highway,hot,1605.97,33529.4,0.2567,453.49,54.42,0,54.42
2018-08-12,EV031,highway,hot,1984.24,35513.64,0.2571,561.17,67.34,0,67.34
2018-08-19,EV031,rural,hot,1110.6,36624.24,0.2573,314.36,94.31,0,94.31
2018-08-26,EV031,rural,hot,604.07,37228.31,0.2574,171.07,51.32,0,51.32
2018-09-02,EV031,urban,mild,210.6,37438.909999999996,0.2575,54.23,6.51,0,6.51
2018-09-09,EV031,urban,mild,307.78,37746.689999999995,0.2575,79.27,23.78,0,23.78
2018-09-16,EV031,urban,mild,573.23,38319.92,0.2577,147.7,17.72,0,17.72
2018-09-23,EV031,rural,mild,631.48,38951.4,0.2578,162.79,48.84,0,48.84
2018-09-30,EV031,highway,mild,870.37,39821.770000000004,0.258,224.52,67.36,0,67.36
2018-10-07,EV031,urban,mild,550.99,40372.76,0.2581,142.2,35.55,0,35.55
2018-10-14,EV031,rural,mild,796.38,41169.14,0.2582,205.65,61.7,0,61.7
2018-10-21,EV031,urban,mild,363.69,41532.83,0.2583,93.94,23.48,0,23.48
2018-10-28,EV031,highway,mild,1867.04,43399.87,0.2587,482.97,57.96,0,57.96
2018-11-04,EV031,highway,mild,1616.01,45015.880000000005,0.259,418.55,125.56,0,125.56
2018-11-11,EV031,highway,mild,1724.64,46740.520000000004,0.2593,447.28,53.67,0,53.67
2018-11-18,EV031,rural,mild,922.94,47663.46000000001,0.2595,239.53,71.86,0,71.86
2018-11-25,EV031,rural,mild,1002.88,48666.340000000004,0.2597,260.48,31.26,0,31.26
2018-12-02,EV031,highway,cold,993.67,49660.01,0.2599,297.03,74.26,0,74.26
2018-12-09,EV031,highway,cold,1617.72,51277.73,0.2603,484.17,121.04,0,121.04
2018-12-16,EV031,highway,cold,1532.28,52810.01,0.2606,459.14,114.78,0,114.78
2018-12-23,EV031,highway,cold,1092.29,53902.3,0.2608,327.58,39.31,0,39.31
2018-12-30,EV031,rural,cold,764.98,54667.280000000006,0.2609,229.55,68.86,0,68.86
2019-01-06,EV031,urban,cold,591.74,55259.020000000004,0.2611,177.65,53.3,0,53.3
2019-01-13,EV031,highway,cold,1298.98,56558.00000000001,0.2613,390.35,46.84,0,46.84
2019-01-20,EV031,rural,cold,754.3,57312.30000000001,0.2615,226.8,27.22,0,27.22
2019-01-27,EV031,rural,cold,1126.72,58439.02000000001,0.2617,339.08,101.72,0,101.72
2019-02-03,EV031,rural,cold,1056.71,59495.73000000001,0.2619,318.26,95.48,0,95.48
2019-02-10,EV031,rural,cold,537.68,60033.41000000001,0.262,162.01,40.5,200,240.5
2019-02-17,EV031,rural,cold,971.14,61004.55000000001,0.2622,292.83,73.21,0,73.21
2019-02-24,EV031,highway,cold,919.0,61923.55000000001,0.2624,277.3,33.28,0,33.28
2019-03-03,EV031,highway,mild,1407.97,63331.52000000001,0.2627,369.83,110.95,0,110.95
2019-03-10,EV031,highway,mild,1637.73,64969.250000000015,0.263,430.71,107.68,0,107.68
2019-03-17,EV031,urban,mild,364.41,65333.66000000002,0.2631,95.86,23.96,0,23.96
2019-03-24,EV031,urban,mild,294.74,65628.40000000002,0.2631,77.55,23.26,0,23.26
2019-03-31,EV031,urban,mild,241.8,65870.20000000003,0.2632,63.64,7.64,0,7.64
2019-04-07,EV031,highway,mild,1249.15,67119.35000000002,0.2634,329.06,98.72,0,98.72
2019-04-14,EV031,rural,mild,552.85,67672.20000000003,0.2635,145.7,36.42,0,36.42
2019-04-21,EV031,rural,mild,684.82,68357.02000000003,0.2637,180.57,21.67,0,21.67
2019-04-28,EV031,urban,mild,204.88,68561.90000000004,0.2637,54.03,13.51,0,13.51
2019-05-05,EV031,highway,mild,888.3,69450.20000000004,0.2639,234.41,28.13,0,28.13
2019-05-12,EV031,urban,mild,598.72,70048.92000000004,0.264,158.07,47.42,0,47.42
2019-05-19,EV031,rural,mild,751.07,70799.99000000005,0.2642,198.4,59.52,0,59.52
2019-05-26,EV031,urban,mild,345.69,71145.68000000005,0.2642,91.34,27.4,0,27.4
2019-06-02,EV031,highway,hot,1742.1,72887.78000000006,0.2646,507.01,60.84,0,60.84
2019-06-09,EV031,highway,hot,1810.14,74697.92000000006,0.2649,527.54,158.26,0,158.26
2019-06-16,EV031,urban,hot,630.77,75328.69000000006,0.2651,183.92,45.98,0,45.98
2019-06-23,EV031,rural,hot,627.37,75956.06000000006,0.2652,183.01,54.9,0,54.9
2019-06-30,EV031,rural,hot,665.04,76621.10000000005,0.2653,194.1,23.29,0,23.29
2019-07-07,EV031,rural,hot,1041.65,77662.75000000004,0.2655,304.25,76.06,0,76.06
2019-07-14,EV031,highway,hot,1482.4,79145.15000000004,0.2658,433.47,108.37,0,108.37
2019-07-21,EV031,rural,hot,1054.92,80200.07000000004,0.266,308.72,37.05,0,37.05
2019-07-28,EV031,rural,hot,895.12,81095.19000000003,0.2662,262.13,78.64,0,78.64
2019-08-04,EV031,urban,hot,634.79,81729.98000000003,0.2663,185.98,46.49,0,46.49
2019-08-11,EV031,highway,hot,1618.3,83348.28000000003,0.2667,474.71,118.68,0,118.68
2019-08-18,EV031,rural,hot,900.01,84248.29000000002,0.2668,264.18,66.05,0,66.05
2019-08-25,EV031,highway,hot,1802.54,86050.83000000002,0.2672,529.82,132.46,0,132.46
2019-09-01,EV031,urban,mild,576.96,86627.79000000002,0.2673,154.24,46.27,0,46.27
2019-09-08,EV031,highway,mild,1341.74,87969.53000000003,0.2676,359.04,43.08,0,43.08
2019-09-15,EV031,urban,mild,459.14,88428.67000000003,0.2677,122.91,36.87,0,36.87
2019-09-22,EV031,highway,mild,1337.98,89766.65000000002,0.268,358.52,89.63,0,89.63
2019-09-29,EV031,urban,mild,556.81,90323.46000000002,0.2681,149.26,44.78,200,244.78
2019-10-06,EV031,urban,mild,586.42,90909.88000000002,0.2682,157.27,39.32,200,239.32
2019-10-13,EV031,urban,mild,692.17,91602.05000000002,0.2683,185.72,22.29,0,22.29
2019-10-20,EV031,urban,mild,508.93,92110.98000000001,0.2684,136.61,34.15,0,34.15
2019-10-27,EV031,highway,mild,1896.4,94007.38,0.2688,509.76,61.17,0,61.17
2019-11-03,EV031,rural,mild,518.24,94525.62000000001,0.2689,139.36,16.72,0,16.72
2019-11-10,EV031,highway,mild,840.59,95366.21,0.2691,226.18,56.55,0,56.55
2019-11-17,EV031,rural,mild,857.18,96223.39,0.2692,230.79,69.24,0,69.24
2019-11-24,EV031,highway,mild,1096.05,97319.44,0.2695,295.35,35.44,0,35.44
2019-12-01,EV031,highway,cold,1741.1,99060.54000000001,0.2698,540.24,162.07,0,162.07
2019-12-08,EV031,rural,cold,972.41,100032.95000000001,0.27,301.94,36.23,2500,2536.23
2019-12-15,EV031,rural,cold,554.94,100587.89000000001,0.2701,172.38,20.69,2500,2520.69
2019-12-22,EV031,highway,cold,834.89,101422.78000000001,0.2703,259.51,31.14,0,31.14
2019-12-29,EV031,highway,cold,1369.42,102792.20000000001,0.2706,426.08,127.82,0,127.82
2020-01-05,EV031,highway,cold,1100.65,103892.85,0.2708,342.74,102.82,0,102.82
2020-01-12,EV031,highway,cold,1080.44,104973.29000000001,0.271,336.71,101.01,0,101.01
2020-01-19,EV031,rural,cold,1097.5,106070.79000000001,0.2712,342.31,41.08,0,41.08
2020-01-26,EV031,highway,cold,1629.4,107700.19,0.2715,508.81,61.06,0,61.06
2020-02-02,EV031,highway,cold,1178.32,108878.51000000001,0.2718,368.27,110.48,0,110.48
2020-02-09,EV031,rural,cold,676.8,109555.31000000001,0.2719,211.63,25.4,0,25.4
2020-02-16,EV031,urban,cold,289.75,109845.06000000001,0.272,90.62,27.19,0,27.19
2020-02-23,EV031,highway,cold,1028.91,110873.97000000002,0.2722,322.05,80.51,0,80.51
2020-03-01,EV031,urban,mild,558.52,111432.49000000002,0.2723,152.08,18.25,0,18.25
2020-03-08,EV031,urban,mild,216.96,111649.45000000003,0.2723,59.08,14.77,0,14.77
2020-03-15,EV031,highway,mild,1697.5,113346.95000000003,0.2727,462.86,138.86,0,138.86
2020-03-22,EV031,urban,mild,522.8,113869.75000000003,0.2728,142.61,17.11,0,17.11
2020-03-29,EV031,highway,mild,1028.09,114897.84000000003,0.273,280.65,33.68,0,33.68
2020-04-05,EV031,urban,mild,317.5,115215.34000000003,0.273,86.69,21.67,0,21.67
2020-04-12,EV031,highway,mild,1951.22,117166.56000000003,0.2734,533.53,133.38,0,133.38
2020-04-19,EV031,highway,mild,916.63,118083.19000000003,0.2736,250.81,62.7,0,62.7
2020-04-26,EV031,rural,mild,856.34,118939.53000000003,0.2738,234.46,58.62,0,58.62
2020-05-03,EV031,urban,mild,282.07,119221.60000000003,0.2738,77.24,9.27,0,9.27
2020-05-10,EV031,rural,mild,1106.94,120328.54000000004,0.2741,303.37,36.4,200,236.4
2020-05-17,EV031,urban,mild,274.66,120603.20000000004,0.2741,75.29,9.03,200,209.03
2020-05-24,EV031,highway,mild,1406.39,122009.59000000004,0.2744,385.92,46.31,0,46.31
2020-05-31,EV031,rural,mild,755.3,122764.89000000004,0.2746,207.37,51.84,0,51.84
2020-06-07,EV031,highway,hot,1455.07,124219.96000000005,0.2748,439.91,109.98,0,109.98
2020-06-14,EV031,rural,hot,1134.43,125354.39000000004,0.2751,343.25,102.97,0,102.97
2020-06-21,EV031,rural,hot,778.38,126132.77000000005,0.2752,235.65,70.69,0,70.69
2020-06-28,EV031,rural,hot,648.19,126780.96000000005,0.2754,196.33,49.08,0,49.08
2020-07-05,EV031,highway,hot,1247.18,128028.14000000004,0.2756,378.1,45.37,0,45.37
2020-07-12,EV031,rural,hot,638.64,128666.78000000004,0.2757,193.7,48.42,0,48.42
2020-07-19,EV031,urban,hot,510.43,129177.21000000004,0.2758,154.87,38.72,0,38.72
2020-07-26,EV031,highway,hot,903.34,130080.55000000003,0.276,274.27,82.28,0,82.28
2020-08-02,EV031,highway,hot,1743.07,131823.62000000002,0.2764,529.9,158.97,0,158.97
2020-08-09,EV031,urban,hot,614.14,132437.76000000004,0.2765,186.78,56.03,0,56.03
2020-08-16,EV031,rural,hot,1174.12,133611.88000000003,0.2767,357.4,89.35,0,89.35
2020-08-23,EV031,highway,hot,1940.07,135551.95000000004,0.2771,591.37,70.96,0,70.96
2020-08-30,EV031,highway,hot,1523.67,137075.62000000005,0.2774,464.96,116.24,0,116.24
2020-09-06,EV031,rural,mild,719.23,137794.85000000006,0.2776,199.63,49.91,0,49.91
2020-09-13,EV031,urban,mild,580.28,138375.13000000006,0.2777,161.13,40.28,0,40.28
2020-09-20,EV031,urban,mild,555.04,138930.17000000007,0.2778,154.18,18.5,0,18.5
2020-09-27,EV031,highway,mild,1176.57,140106.74000000008,0.278,327.11,81.78,0,81.78
2020-10-04,EV031,urban,mild,613.46,140720.20000000007,0.2781,170.63,51.19,0,51.19
2020-10-11,EV031,highway,mild,1699.88,142420.08000000007,0.2785,473.39,118.35,0,118.35
2020-10-18,EV031,urban,mild,645.74,143065.82000000007,0.2786,179.91,44.98,0,44.98
2020-10-25,EV031,rural,mild,747.22,143813.04000000007,0.2788,208.3,52.08,0,52.08
2020-11-01,EV031,urban,mild,436.83,144249.87000000005,0.2788,121.81,36.54,0,36.54
2020-11-08,EV031,highway,mild,1966.85,146216.72000000006,0.2792,549.23,137.31,0,137.31
2020-11-15,EV031,rural,mild,852.19,147068.91000000006,0.2794,238.11,71.43,0,71.43
2020-11-22,EV031,rural,mild,1063.66,148132.57000000007,0.2796,297.43,35.69,0,35.69
2020-11-29,EV031,rural,mild,982.66,149115.23000000007,0.2798,274.97,82.49,0,82.49
2020-12-06,EV031,highway,cold,1660.58,150775.81000000006,0.2802,535.0,133.75,700,833.75
2020-12-13,EV031,rural,cold,637.65,151413.46000000005,0.2803,205.53,51.38,0,51.38
2020-12-20,EV031,rural,cold,1111.28,152524.74000000005,0.2805,358.48,43.02,0,43.02
2020-12-27,EV031,highway,cold,1697.5,154222.24000000005,0.2808,548.24,65.79,0,65.79
2021-01-03,EV031,highway,cold,1588.91,155811.15000000005,0.2812,513.75,128.44,0,128.44
2021-01-10,EV031,rural,cold,859.11,156670.26000000004,0.2813,277.95,33.35,0,33.35
2021-01-17,EV031,highway,cold,1701.33,158371.59000000003,0.2817,551.1,66.13,0,66.13
2021-01-24,EV031,highway,cold,1667.11,160038.7,0.282,540.66,135.16,0,135.16
2021-01-31,EV031,highway,cold,1354.77,161393.47,0.2823,439.79,52.77,0,52.77
2021-02-07,EV031,highway,cold,845.94,162239.41,0.2824,274.77,68.69,0,68.69
2021-02-14,EV031,urban,cold,660.09,162899.5,0.2826,214.51,25.74,0,25.74
2021-02-21,EV031,highway,cold,905.6,163805.1,0.2828,294.48,88.34,0,88.34
2021-02-28,EV031,rural,cold,514.21,164319.31,0.2829,167.27,50.18,0,50.18
2021-03-07,EV031,urban,mild,362.97,164682.28,0.2829,102.7,12.32,0,12.32
2021-03-14,EV031,highway,mild,1481.26,166163.54,0.2832,419.54,50.34,0,50.34
2021-03-21,EV031,highway,mild,1388.4,167551.94,0.2835,393.63,118.09,0,118.09
2021-03-28,EV031,highway,mild,1624.53,169176.47,0.2838,461.1,115.28,0,115.28
2021-04-04,EV031,urban,mild,570.02,169746.49,0.2839,161.86,19.42,0,19.42
2021-04-11,EV031,highway,mild,1000.11,170746.59999999998,0.2841,284.18,85.25,0,85.25
2021-04-18,EV031,rural,mild,532.59,171279.18999999997,0.2843,151.39,18.17,0,18.17
2021-04-25,EV031,highway,mild,1204.23,172483.41999999998,0.2845,342.6,102.78,0,102.78
2021-05-02,EV031,urban,mild,249.69,172733.11,0.2845,71.05,8.53,0,8.53
2021-05-09,EV031,highway,mild,1708.51,174441.62,0.2849,486.73,58.41,0,58.41
2021-05-16,EV031,rural,mild,516.48,174958.1,0.285,147.19,36.8,0,36.8
2021-05-23,EV031,highway,mild,1496.14,176454.24000000002,0.2853,426.84,51.22,0,51.22
2021-05-30,EV031,urban,mild,643.6,177097.84000000003,0.2854,183.7,55.11,0,55.11
2021-06-06,EV031,highway,hot,1466.8,178564.64,0.2857,460.99,115.25,0,115.25
2021-06-13,EV031,rural,hot,952.89,179517.53000000003,0.2859,299.68,74.92,0,74.92
2021-06-20,EV031,rural,hot,1192.29,180709.82000000004,0.2861,375.28,112.58,200,312.58
2021-06-27,EV031,highway,hot,1541.59,182251.41000000003,0.2865,485.75,145.72,0,145.72
2021-07-04,EV031,highway,hot,1144.4,183395.81000000003,0.2867,360.88,108.26,0,108.26
2021-07-11,EV031,urban,hot,427.05,183822.86000000002,0.2868,134.71,33.68,0,33.68
2021-07-18,EV031,highway,hot,1203.62,185026.48,0.287,379.99,114.0,0,114.0
2021-07-25,EV031,highway,hot,1761.34,186787.82,0.2874,556.75,167.03,0,167.03
2021-08-01,EV031,urban,hot,374.21,187162.03,0.2874,118.32,35.5,0,35.5
2021-08-08,EV031,rural,hot,607.4,187769.43,0.2876,192.13,57.64,0,57.64
2021-08-15,EV031,urban,hot,540.16,188309.59,0.2877,170.92,20.51,0,20.51
2021-08-22,EV031,urban,hot,209.69,188519.28,0.2877,66.36,7.96,0,7.96
2021-08-29,EV031,urban,hot,609.34,189128.62,0.2878,192.92,23.15,0,23.15
2021-09-05,EV031,highway,mild,1682.45,190811.07,0.2882,484.82,121.2,0,121.2
2021-09-12,EV031,rural,mild,1076.82,191887.89,0.2884,310.53,77.63,0,77.63
2021-09-19,EV031,urban,mild,549.11,192437.0,0.2885,158.41,47.52,0,47.52
2021-09-26,EV031,highway,mild,1653.83,194090.83,0.2888,477.66,143.3,0,143.3
2021-10-03,EV031,rural,mild,625.19,194716.02,0.2889,180.64,54.19,0,54.19
2021-10-10,EV031,rural,mild,941.3,195657.31999999998,0.2891,272.16,81.65,0,81.65
2021-10-17,EV031,highway,mild,1223.42,196880.74,0.2894,354.03,42.48,0,42.48
2021-10-24,EV031,highway,mild,932.36,197813.09999999998,0.2896,269.98,32.4,0,32.4
2021-10-31,EV031,urban,mild,651.28,198464.37999999998,0.2897,188.67,47.17,0,47.17
2021-11-07,EV031,highway,mild,1719.95,200184.33,0.29,498.85,124.71,2500,2624.71
2021-11-14,EV031,rural,mild,739.97,200924.3,0.2902,214.73,64.42,2500,2564.42
2021-11-21,EV031,rural,mild,1114.98,202039.28,0.2904,323.8,38.86,0,38.86
2021-11-28,EV031,urban,mild,468.96,202508.24,0.2905,136.23,40.87,0,40.87
2021-12-05,EV031,highway,cold,872.89,203381.13,0.2907,291.79,35.01,0,35.01
2021-12-12,EV031,highway,cold,1033.21,204414.34,0.2909,345.62,86.41,0,86.41
2021-12-19,EV031,urban,cold,649.29,205063.63,0.291,217.29,65.19,0,65.19
2021-12-26,EV031,rural,cold,619.06,205682.69,0.2911,207.27,51.82,0,51.82
2022-01-02,EV031,highway,cold,980.66,206663.35,0.2913,328.55,39.43,0,39.43
2022-01-09,EV031,urban,cold,497.8,207161.15,0.2914,166.84,50.05,0,50.05
2022-01-16,EV031,urban,cold,571.36,207732.50999999998,0.2915,191.56,57.47,0,57.47
2022-01-23,EV031,rural,cold,707.71,208440.21999999997,0.2917,237.4,71.22,0,71.22
2022-01-30,EV031,highway,cold,1423.65,209863.86999999997,0.292,478.02,119.5,0,119.5
2022-02-06,EV031,highway,cold,1602.94,211466.80999999997,0.2923,538.81,161.64,0,161.64
2022-02-13,EV031,rural,cold,876.04,212342.84999999998,0.2925,294.65,35.36,0,35.36
2022-02-20,EV031,urban,cold,651.4,212994.24999999997,0.2926,219.19,65.76,0,65.76
2022-02-27,EV031,highway,cold,1928.15,214922.39999999997,0.293,649.66,162.41,0,162.41
2022-03-06,EV031,rural,mild,586.35,215508.74999999997,0.2931,171.86,42.97,0,42.97
2022-03-13,EV031,highway,mild,1060.5,216569.24999999997,0.2933,311.06,77.77,0,77.77
2022-03-20,EV031,highway,mild,1859.51,218428.75999999998,0.2937,546.11,163.83,0,163.83
2022-03-27,EV031,rural,mild,808.37,219237.12999999998,0.2938,237.54,59.38,0,59.38
2022-04-03,EV031,rural,mild,1004.32,220241.44999999998,0.294,295.32,35.44,0,35.44
2022-04-10,EV031,rural,mild,928.2,221169.65,0.2942,273.11,32.77,0,32.77
2022-04-17,EV031,rural,mild,794.44,221964.09,0.2944,233.88,70.16,0,70.16
2022-04-24,EV031,urban,mild,215.7,222179.79,0.2944,63.51,7.62,0,7.62
2022-05-01,EV031,highway,mild,1987.06,224166.85,0.2948,585.85,175.75,0,175.75
2022-05-08,EV031,rural,mild,881.45,225048.30000000002,0.295,260.04,31.2,0,31.2
2022-05-15,EV031,rural,mild,645.46,225693.76,0.2951,190.5,57.15,0,57.15
2022-05-22,EV031,urban,mild,357.23,226050.99000000002,0.2952,105.46,12.66,0,12.66
2022-05-29,EV031,urban,mild,507.84,226558.83000000002,0.2953,149.97,44.99,0,44.99
2022-06-05,EV031,highway,hot,1555.1,228113.93000000002,0.2956,505.7,60.68,0,60.68
2022-06-12,EV031,highway,hot,906.39,229020.32000000004,0.2958,294.93,73.73,0,73.73
2022-06-19,EV031,urban,hot,363.84,229384.16000000003,0.2959,118.42,29.61,0,29.61
2022-06-26,EV031,highway,hot,1303.31,230687.47000000003,0.2961,424.55,50.95,0,50.95
2022-07-03,EV031,urban,hot,610.19,231297.66000000003,0.2963,198.85,49.71,0,49.71
2022-07-10,EV031,urban,hot,329.33,231626.99000000002,0.2963,107.35,32.2,0,32.2
2022-07-17,EV031,rural,hot,791.4,232418.39,0.2965,258.1,64.53,0,64.53
2022-07-24,EV031,highway,hot,1116.63,233535.02000000002,0.2967,364.44,109.33,0,109.33
2022-07-31,EV031,rural,hot,1016.79,234551.81000000003,0.2969,332.09,99.63,0,99.63
2022-08-07,EV031,urban,hot,247.44,234799.25000000003,0.297,80.83,24.25,0,24.25
2022-08-14,EV031,rural,hot,778.49,235577.74000000002,0.2971,254.43,76.33,0,76.33
2022-08-21,EV031,urban,hot,489.53,236067.27000000002,0.2972,160.04,40.01,0,40.01
2022-08-28,EV031,rural,hot,687.15,236754.42,0.2974,224.76,26.97,0,26.97
2022-09-04,EV031,urban,mild,599.73,237354.15000000002,0.2975,178.4,53.52,0,53.52
2022-09-11,EV031,highway,mild,1234.02,238588.17,0.2977,367.39,110.22,0,110.22
2022-09-18,EV031,urban,mild,389.84,238978.01,0.2978,116.09,29.02,0,29.02
2022-09-25,EV031,highway,mild,1415.9,240393.91,0.2981,422.05,105.51,200,305.51
2022-10-02,EV031,rural,mild,855.53,241249.44,0.2982,255.16,30.62,0,30.62
2022-10-09,EV031,highway,mild,1403.55,242652.99,0.2985,419.0,50.28,0,50.28
2022-10-16,EV031,highway,mild,998.77,243651.75999999998,0.2987,298.36,35.8,0,35.8
2022-10-23,EV031,urban,mild,269.26,243921.02,0.2988,80.45,20.11,0,20.11
2022-10-30,EV031,urban,mild,539.32,244460.34,0.2989,161.2,48.36,0,48.36
2022-11-06,EV031,urban,mild,245.64,244705.98,0.2989,73.43,22.03,0,22.03
2022-11-13,EV031,highway,mild,1727.08,246433.06,0.2993,516.89,62.03,0,62.03
2022-11-20,EV031,highway,mild,872.74,247305.8,0.2995,261.35,31.36,0,31.36
2022-11-27,EV031,highway,mild,1136.52,248442.31999999998,0.2997,340.6,40.87,0,40.87
2022-12-04,EV031,highway,cold,1161.54,249603.86,0.2999,400.63,120.19,0,120.19
2022-12-11,EV031,urban,cold,537.36,250141.21999999997,0.3,185.41,46.35,500,546.35
2022-12-18,EV031,urban,cold,309.61,250450.82999999996,0.3001,106.85,32.05,500,532.05
2022-12-25,EV031,urban,cold,530.85,250981.67999999996,0.3002,183.26,45.81,500,545.81
2023-01-01,EV031,rural,cold,914.78,251896.45999999996,0.3004,316.0,94.8,0,94.8
2023-01-08,EV031,highway,cold,1695.55,253592.00999999995,0.3007,586.37,70.36,0,70.36
2023-01-15,EV031,rural,cold,959.32,254551.32999999996,0.3009,331.97,39.84,0,39.84
2023-01-22,EV031,highway,cold,1525.02,256076.34999999995,0.3012,528.26,132.06,0,132.06
2023-01-29,EV031,rural,cold,1094.08,257170.42999999993,0.3014,379.26,94.81,0,94.81
2023-02-05,EV031,urban,cold,626.98,257797.40999999995,0.3016,217.43,26.09,0,26.09
2023-02-12,EV031,rural,cold,722.17,258519.57999999996,0.3017,250.56,75.17,0,75.17
2023-02-19,EV031,urban,cold,242.13,258761.70999999996,0.3018,84.02,25.21,0,25.21
2023-02-26,EV031,rural,cold,714.36,259476.06999999995,0.3019,248.01,74.4,0,74.4
2023-03-05,EV031,highway,mild,1241.97,260718.03999999995,0.3021,375.25,93.81,0,93.81
2023-03-12,EV031,urban,mild,225.88,260943.91999999995,0.3022,68.26,20.48,0,20.48
2023-03-19,EV031,urban,mild,603.82,261547.73999999996,0.3023,182.54,54.76,0,54.76
2023-03-26,EV031,urban,mild,249.12,261796.85999999996,0.3024,75.32,9.04,0,9.04
2023-04-02,EV031,urban,mild,686.68,262483.54,0.3025,207.72,51.93,0,51.93
2023-04-09,EV031,rural,mild,762.17,263245.70999999996,0.3026,230.67,27.68,0,27.68
2023-04-16,EV031,highway,mild,1676.9,264922.61,0.303,508.07,152.42,0,152.42
2023-04-23,EV031,highway,mild,1510.3,266432.91,0.3033,458.05,54.97,0,54.97
2023-04-30,EV031,urban,mild,240.65,266673.56,0.3033,73.0,8.76,0,8.76
2023-05-07,EV031,urban,mild,574.32,267247.88,0.3034,174.28,43.57,0,43.57
2023-05-14,EV031,highway,mild,1876.72,269124.6,0.3038,570.19,171.06,0,171.06
2023-05-21,EV031,urban,mild,400.6,269525.19999999995,0.3039,121.74,14.61,0,14.61
2023-05-28,EV031,rural,mild,873.27,270398.47,0.3041,265.54,31.86,200,231.86
2023-06-04,EV031,rural,hot,744.79,271143.25999999995,0.3042,249.25,74.77,0,74.77
2023-06-11,EV031,rural,hot,1061.22,272204.4799999999,0.3044,355.39,88.85,0,88.85
2023-06-18,EV031,highway,hot,1465.24,273669.7199999999,0.3047,491.16,58.94,0,58.94
2023-06-25,EV031,urban,hot,566.56,274236.2799999999,0.3048,189.99,47.5,0,47.5
2023-07-02,EV031,highway,hot,1326.6,275562.8799999999,0.3051,445.24,53.43,0,53.43
2023-07-09,EV031,highway,hot,1836.01,277398.8899999999,0.3055,616.95,185.09,0,185.09
2023-07-16,EV031,rural,hot,968.5,278367.3899999999,0.3057,325.65,39.08,0,39.08
2023-07-23,EV031,urban,hot,523.89,278891.2799999999,0.3058,176.21,44.05,0,44.05
2023-07-30,EV031,highway,hot,1344.47,280235.7499999999,0.306,452.62,135.79,0,135.79
2023-08-06,EV031,highway,hot,962.14,281197.8899999999,0.3062,324.11,38.89,0,38.89
2023-08-13,EV031,rural,hot,591.01,281788.8999999999,0.3064,199.17,59.75,0,59.75
2023-08-20,EV031,rural,hot,701.77,282490.6699999999,0.3065,236.6,70.98,0,70.98
2023-08-27,EV031,rural,hot,505.58,282996.24999999994,0.3066,170.51,20.46,0,20.46
2023-09-03,EV031,rural,mild,1140.19,284136.43999999994,0.3068,349.84,87.46,0,87.46
2023-09-10,EV031,highway,mild,1345.37,285481.80999999994,0.3071,413.16,103.29,0,103.29
2023-09-17,EV031,urban,mild,320.6,285802.4099999999,0.3072,98.48,11.82,0,11.82
2023-09-24,EV031,rural,mild,743.32,286545.7299999999,0.3073,228.43,68.53,0,68.53
2023-10-01,EV031,rural,mild,1185.04,287730.7699999999,0.3075,364.45,43.73,0,43.73
2023-10-08,EV031,urban,mild,531.35,288262.1199999999,0.3077,163.47,19.62,0,19.62
2023-10-15,EV031,rural,mild,866.94,289129.0599999999,0.3078,266.87,32.02,0,32.02
2023-10-22,EV031,highway,mild,1043.68,290172.7399999999,0.308,321.49,96.45,0,96.45
2023-10-29,EV031,rural,mild,726.73,290899.46999999986,0.3082,223.96,26.88,0,26.88
2023-11-05,EV031,rural,mild,962.61,291862.07999999984,0.3084,296.84,35.62,0,35.62
2023-11-12,EV031,rural,mild,875.57,292737.64999999985,0.3085,270.15,32.42,0,32.42
2023-11-19,EV031,urban,mild,574.08,293311.72999999986,0.3087,177.2,44.3,0,44.3
2023-11-26,EV031,urban,mild,414.74,293726.46999999986,0.3087,128.05,32.01,0,32.01
2023-12-03,EV031,highway,cold,1525.08,295251.5499999999,0.3091,542.03,162.61,0,162.61
2023-12-10,EV031,rural,cold,1078.85,296330.39999999985,0.3093,383.7,115.11,0,115.11
2023-12-17,EV031,rural,cold,900.78,297231.1799999999,0.3094,320.55,96.17,0,96.17
2023-12-24,EV031,highway,cold,972.38,298203.5599999999,0.3096,346.25,86.56,0,86.56
2023-12-31,EV031,rural,cold,813.51,299017.0699999999,0.3098,289.83,86.95,0,86.95
2018-01-07,EV032,rural,cold,611.4,611.4,0.2501,175.86,43.97,2700,2743.97
2018-01-14,EV032,highway,cold,1337.71,1949.1100000000001,0.2504,385.19,46.22,0,46.22
2018-01-21,EV032,urban,cold,636.68,2585.79,0.2505,183.42,22.01,0,22.01
2018-01-28,EV032,highway,cold,1431.56,4017.35,0.2508,412.9,123.87,0,123.87
2018-02-04,EV032,rural,cold,1093.04,5110.389999999999,0.251,315.53,37.86,0,37.86
2018-02-11,EV032,rural,cold,960.01,6070.4,0.2512,277.34,33.28,0,33.28
2018-02-18,EV032,rural,cold,1027.81,7098.209999999999,0.2514,297.17,89.15,0,89.15
